player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
DG Blampied,Batter,7,53.84615384615385,13,0,78,79,4,4,0,1,3,0,Jersey,
N Rana,Batter,7,50.0,14,0,10,18,75,75,0,41,34,0,India,
Shawaal Zulfiqar,Batter,7,46.666666666666664,15,0,0,0,192,192,0,96,96,0,Pakistan,
J Glasgow,Batter,7,41.17647058823529,17,0,9,12,392,392,0,152,240,0,West Indies,
Naved Latif,Batter,7,41.17647058823529,17,0,0,0,403,403,0,199,204,0,Pakistan,
V Shetty,Batter,7,41.17647058823529,17,0,0,0,76,76,0,27,49,0,United Arab Emirates,
Zeeshan Siddiqi,Batter,7,33.33333333333333,21,0,0,0,23,23,0,6,17,0,Canada,
Hasibul Hossain,Batter,7,30.434782608695656,23,1,121,107,239,239,0,85,154,0,Bangladesh,7.0
NA Rock,Batter,7,28.000000000000004,25,0,0,0,115,115,0,38,77,0,Ireland,
ADR Campbell,Batter,7,28.000000000000004,25,0,0,0,112,112,0,28,84,0,Zimbabwe,
D Prins,Batter,7,17.5,40,0,0,0,65,65,0,21,44,0,Netherlands,
S Dhakal,Batter,7,15.909090909090908,44,4,149,229,43,43,0,19,24,0,Nepal,1.75
NA Statham,Batter,7,15.555555555555555,45,0,0,0,75,75,0,22,53,0,Netherlands,
CR Foggo,Batter,6,120.0,5,0,0,0,1,1,0,1,0,0,Bermuda,
SO Dowrich,Batter,6,75.0,8,0,0,0,71,71,0,27,44,0,West Indies,
MJ Humphreys,Batter,6,66.66666666666666,9,1,113,109,143,143,0,50,93,0,Ireland,6.0
MT Chinouya,Batter,6,66.66666666666666,9,1,50,68,234,234,0,57,177,0,Zimbabwe,6.0
M Commins,Batter,6,46.15384615384615,13,0,0,0,94,94,0,30,64,0,Ireland,
SR Thadani,Batter,6,46.15384615384615,13,0,21,19,30,30,0,14,16,0,United States of America,
TJG Pringle,Batter,6,42.857142857142854,14,2,222,200,41,41,0,14,27,0,Netherlands,3.0
J Logtenberg,Batter,6,40.0,15,3,18,36,384,384,0,234,150,0,South Africa,2.0
JE Dunford,Batter,6,35.294117647058826,17,0,0,0,4,4,0,1,3,0,Jersey,
MJ North,Batter,6,31.57894736842105,19,0,16,18,392,392,0,280,112,0,Australia,
MQ Sheikh,Batter,6,28.57142857142857,21,0,0,0,25,25,0,16,9,0,Scotland,
AK Peters,Batter,6,20.689655172413794,29,1,72,88,390,390,0,152,238,0,West Indies,6.0
Joginder Sharma,Batter,5,250.0,2,1,50,68,304,304,0,174,130,0,India,5.0
RT Lyons,Batter,5,166.66666666666669,3,1,41,62,27,27,0,17,10,0,Scotland,5.0
Naumanullah,Batter,5,125.0,4,0,0,0,306,306,0,154,152,0,Pakistan,
MKDI Amerasinghe,Batter,5,71.42857142857143,7,10,339,391,427,427,0,200,227,0,Sri Lanka,0.5
RT Crandon,Batter,5,55.55555555555556,9,0,0,0,355,355,0,138,217,0,West Indies,
Jubair Hossain,Batter,5,50.0,10,4,115,115,281,281,0,101,180,0,Bangladesh,1.25
NA Moodley,Batter,5,50.0,10,0,0,0,103,103,0,67,36,0,South Africa,
Aijaz Ali,Batter,5,45.45454545454545,11,0,0,0,58,58,0,27,31,0,United States of America,
RK Whelan,Batter,5,41.66666666666667,12,2,105,95,128,128,0,43,85,0,Ireland,2.5
MJ Fourie,Batter,5,38.46153846153847,13,0,52,81,128,128,0,43,85,0,Ireland,
N Fernandes,Batter,5,38.46153846153847,13,0,0,0,74,74,0,26,48,0,United Arab Emirates,
SG Whittingham,Batter,5,33.33333333333333,15,6,192,226,96,96,0,51,45,0,Scotland,0.8333333333333334
W O'Rourke,Batter,5,33.33333333333333,15,8,258,287,401,401,0,208,193,0,New Zealand,0.625
JN Hamilton,Batter,5,31.25,16,0,0,0,218,218,0,79,139,0,West Indies,
Tanbir Hayder,Batter,5,29.411764705882355,17,0,67,60,207,207,0,76,131,0,Bangladesh,
N Kruger,Batter,5,25.0,20,0,0,0,69,69,0,22,47,0,Netherlands,
K Sonavale,Batter,5,17.24137931034483,29,2,4,15,29,29,0,15,14,0,Oman,2.5
P Roy,Batter,5,14.705882352941178,34,1,28,34,231,231,0,133,98,0,India,5.0
CK Hooper,Batter,4,133.33333333333331,3,1,89,72,46,46,0,15,31,0,Canada,4.0
A van der Merwe,Batter,4,100.0,4,2,79,126,140,140,0,47,93,0,Ireland,2.0
H Graham,Batter,4,80.0,5,1,30,48,491,491,0,343,148,0,Australia,4.0
Nahid Rana,Batter,4,80.0,5,2,86,104,167,167,0,60,107,0,Bangladesh,2.0
Kaynat Hafeez,Batter,4,66.66666666666666,6,0,0,0,5,5,0,4,1,0,Pakistan,
T Gwandu,Batter,4,50.0,8,0,38,24,242,242,0,58,184,0,Zimbabwe,
Talha Jubair,Batter,4,50.0,8,0,73,77,95,95,0,32,63,0,Bangladesh,
S Immadi,Batter,4,44.44444444444444,9,4,156,272,57,57,0,27,30,0,United States of America,1.0
HAPW Jayawardene,Batter,4,40.0,10,0,0,0,267,267,0,125,142,0,Sri Lanka,
SD Heazlett,Batter,4,36.36363636363637,11,0,0,0,260,260,0,191,69,0,Australia,
Sania Khan,Batter,4,33.33333333333333,12,2,76,111,416,416,0,205,211,0,Pakistan,2.0
RW Staple,Batter,4,30.76923076923077,13,2,78,61,58,58,0,27,31,0,United States of America,2.0
A Munisar,Batter,4,30.76923076923077,13,0,9,7,282,282,0,108,174,0,West Indies,
BB Seebaran,Batter,4,28.57142857142857,14,1,132,108,40,40,0,10,30,0,Canada,4.0
H Durham,Batter,4,28.57142857142857,14,2,48,62,5,5,0,2,3,0,Bermuda,2.0
Rony Talukdar,Batter,4,26.666666666666668,15,0,0,0,145,145,0,51,94,0,Bangladesh,
Sufyan Mehmood,Batter,4,25.0,16,0,10,9,46,46,0,25,21,0,Oman,
MWA van Nierop,Batter,4,25.0,16,0,0,0,50,50,0,16,34,0,Netherlands,
Muhammad Farooq,Batter,4,25.0,16,0,68,81,55,55,0,22,33,0,United Arab Emirates,
Z Groenewald,Batter,4,21.052631578947366,19,6,110,151,52,52,0,25,27,0,Namibia,0.6666666666666666
VAB Tewarie,Batter,4,18.181818181818183,22,0,0,0,69,69,0,22,47,0,Netherlands,
PLS Gamage,Batter,4,14.814814814814813,27,10,397,418,454,454,0,212,242,0,Sri Lanka,0.4
HL Baker,Batter,3,100.0,3,1,78,82,490,490,0,282,208,0,England,3.0
Pankaj Singh,Batter,3,100.0,3,0,45,44,67,67,0,38,29,0,India,
S Sriram,Batter,3,60.0,5,3,43,56,304,304,0,174,130,0,India,1.0
A le Breton,Batter,3,50.0,6,0,0,0,207,207,0,128,79,0,South Africa,
DOD Rikhi,Batter,3,50.0,6,0,0,0,9,9,0,4,5,0,United States of America,
J Yadav,Batter,3,42.857142857142854,7,1,61,86,343,343,0,202,141,0,India,3.0
PT Collins,Batter,3,30.0,10,12,354,442,424,424,0,164,260,0,West Indies,0.25
D Soraine,Batter,3,30.0,10,1,38,55,32,32,0,9,23,0,Canada,3.0
B Siddharth,Batter,3,30.0,10,2,26,57,29,29,0,15,14,0,Oman,1.5
KA Blackwell,Batter,3,27.27272727272727,11,0,0,0,409,409,0,291,118,0,Australia,
D Gamage,Batter,3,27.27272727272727,11,1,59,70,331,331,0,158,173,0,Sri Lanka,3.0
HML Madushani,Batter,3,20.0,15,0,0,0,481,481,0,222,259,0,Sri Lanka,
KHRK Fernando,Batter,3,20.0,15,1,41,68,467,467,0,217,250,0,Sri Lanka,3.0
O Chare,Batter,3,16.666666666666664,18,3,91,116,237,237,0,57,180,0,Zimbabwe,1.0
Ebadat Hossain,Batter,3,16.666666666666664,18,21,453,505,282,282,0,102,180,0,Bangladesh,0.14285714285714285
Sagar Pun,Batter,3,15.0,20,0,0,0,58,58,0,29,29,0,Nepal,
CK Kruger,Batter,3,14.285714285714285,21,0,0,0,11,11,0,3,8,0,Hong Kong,
A Shamshudeen,Batter,3,10.0,30,0,24,18,15,15,0,2,13,0,Canada,
K Kamyuka,Batter,2,100.0,2,5,48,47,36,36,0,9,27,0,Canada,0.4
K Gowtham,Batter,2,66.66666666666666,3,1,51,50,75,75,0,41,34,0,India,2.0
C Prathyusha,Batter,2,66.66666666666666,3,1,60,56,52,52,0,32,20,0,India,2.0
RJ Rolls,Batter,2,50.0,4,0,0,0,329,329,0,170,159,0,New Zealand,
LJ Hamilton,Batter,2,50.0,4,0,67,52,291,291,0,149,142,0,New Zealand,
KR Sen,Batter,2,50.0,4,2,37,33,285,285,0,162,123,0,India,1.0
JA Turner,Batter,2,40.0,5,2,70,70,495,495,0,284,211,0,England,1.0
KC Hodsoll,Batter,2,33.33333333333333,6,1,28,30,8,8,0,2,6,0,Bermuda,2.0
JN Rhodes,Batter,2,33.33333333333333,6,0,0,0,184,184,0,118,66,0,South Africa,
U Thimashini,Batter,2,33.33333333333333,6,0,0,0,158,158,0,72,86,0,Sri Lanka,
GH O'Brien,Batter,2,33.33333333333333,6,3,32,62,1,1,0,1,0,0,Bermuda,0.6666666666666666
Z Mali,Batter,2,28.57142857142857,7,4,81,139,464,464,0,285,179,0,South Africa,0.5
JNK Shannon,Batter,2,25.0,8,0,0,0,21,21,0,7,14,0,Ireland,
BR Dorey,Batter,2,22.22222222222222,9,2,147,169,489,489,0,341,148,0,Australia,1.0
D Lakshan,Batter,2,22.22222222222222,9,0,12,12,204,204,0,92,112,0,Sri Lanka,
Fahad Nawaz,Batter,2,20.0,10,0,0,0,93,93,0,31,62,0,United Arab Emirates,
JM Willathgamuwa,Batter,2,20.0,10,3,63,94,30,30,0,14,16,0,United States of America,0.6666666666666666
Umran Malik,Batter,2,18.181818181818183,11,13,408,381,551,551,0,339,212,0,India,0.15384615384615385
PG Gillespie,Batter,2,18.181818181818183,11,0,0,0,149,149,0,53,96,0,Ireland,
Akhil Kumar,Batter,2,18.181818181818183,11,4,84,106,27,27,0,7,20,0,Canada,0.5
Tareq Aziz,Batter,2,18.181818181818183,11,2,35,53,48,48,0,14,34,0,Bangladesh,1.0
PA Desai,Batter,2,16.666666666666664,12,6,115,181,46,46,0,15,31,0,Canada,0.3333333333333333
KL Rolton,Batter,2,16.666666666666664,12,0,0,0,416,416,0,296,120,0,Australia,
RA Lewis,Batter,2,15.384615384615385,13,1,31,31,139,139,0,47,92,0,Ireland,2.0
Hussain Talat,Batter,2,14.285714285714285,14,0,17,13,315,315,0,159,156,0,Pakistan,
HE Whelan,Batter,2,12.5,16,0,25,42,61,61,0,20,41,0,Ireland,
J Pashley,Batter,2,11.76470588235294,17,0,0,0,65,65,0,21,44,0,Netherlands,
M Prasidh Krishna,Batter,2,11.11111111111111,18,30,756,819,572,572,0,355,217,1,India,0.06666666666666667
SC Meaker,Batter,2,11.11111111111111,18,2,113,117,292,292,0,173,119,0,England,1.0
Nasir Javed,Batter,2,10.0,20,0,0,0,58,58,0,27,31,0,United States of America,
HWR Cartwright,Batter,2,8.695652173913043,23,0,0,0,376,376,0,270,106,0,Australia,
GJ McCarter,Batter,1,100.0,1,0,38,48,120,120,0,39,81,0,Ireland,
G Onions,Batter,1,50.0,2,4,189,215,496,496,0,284,212,0,England,0.25
JW Wilson,Batter,1,50.0,2,1,68,54,291,291,0,149,142,0,New Zealand,1.0
LE Milliken,Batter,1,33.33333333333333,3,1,37,49,329,329,0,170,159,0,New Zealand,1.0
Alawi Shukri,Batter,1,33.33333333333333,3,0,0,0,74,74,0,26,48,0,United Arab Emirates,
G Fontenla,Batter,1,33.33333333333333,3,3,65,102,59,59,0,33,26,0,Scotland,0.3333333333333333
Tharika Sewwandi,Batter,1,33.33333333333333,3,0,14,13,263,263,0,124,139,0,Sri Lanka,
Khaled Ahmed,Batter,1,25.0,4,3,72,80,327,327,0,127,200,0,Bangladesh,0.3333333333333333
Zakir Hasan,Batter,1,20.0,5,0,0,0,327,327,0,127,200,0,Bangladesh,
LC Romero,Batter,1,14.285714285714285,7,1,52,26,58,58,0,27,31,0,United States of America,1.0
EJB Miles,Batter,1,14.285714285714285,7,4,117,120,4,4,0,1,3,0,Jersey,0.25
Omid Shafi Rahman,Batter,1,14.285714285714285,7,0,104,80,55,55,0,22,33,0,United Arab Emirates,
RR Ramdass,Batter,1,11.11111111111111,9,0,0,0,203,203,0,74,129,0,West Indies,
NV Ojha,Batter,1,11.11111111111111,9,0,0,0,67,67,0,38,29,0,India,
K Mahato,Batter,1,10.0,10,2,77,85,40,40,0,18,22,0,Nepal,0.5
W Mwayenga,Batter,1,9.090909090909092,11,1,86,74,131,131,0,32,99,0,Zimbabwe,1.0
Jannatul Ferdus,Batter,1,7.6923076923076925,13,0,0,0,162,162,0,58,104,0,Bangladesh,
AD Janakanthymala,Batter,1,6.666666666666667,15,2,47,67,340,340,0,160,180,0,Sri Lanka,0.5
CM Beggs,Batter,1,6.25,16,0,0,0,61,61,0,20,41,0,Ireland,
Moniruzzaman,Batter,1,5.0,20,0,0,0,168,168,0,60,108,0,Bangladesh,
MT Herbert,Batter,1,4.545454545454546,22,0,15,18,61,61,0,20,41,0,Ireland,
SD Udal,Batter,0,0.0,2,1,29,42,503,503,0,288,215,0,England,0.0
RA Rolfe,Batter,0,0.0,3,0,0,0,160,160,0,56,104,0,Ireland,
PHT Kaushal,Batter,0,0.0,1,0,25,36,486,486,0,226,260,0,Sri Lanka,
D Foxcroft,Batter,0,0.0,1,0,0,0,416,416,0,219,197,0,New Zealand,
Fazle Mahmud,Batter,0,0.0,9,0,16,20,319,319,0,121,198,0,Bangladesh,
V Buruka,Batter,0,0.0,8,3,106,143,56,56,0,10,46,0,Papua New Guinea,0.0
Fariha Trisna,Batter,0,0.0,14,6,144,208,314,314,0,118,196,0,Bangladesh,0.0
R Walters,Batter,0,0.0,6,0,0,0,51,51,0,24,27,0,Namibia,
DL Blake,Batter,0,0.0,2,0,8,6,58,58,0,27,31,0,United States of America,
F Hand,Batter,0,0.0,1,1,45,49,143,143,0,50,93,0,Ireland,0.0
JS Ababu,Batter,0,0.0,9,1,75,81,35,35,0,11,24,0,Kenya,0.0
TJ Bishop,Batter,0,0.0,6,0,0,0,377,377,0,147,230,0,West Indies,
AG Puttick,Batter,0,0.0,5,0,0,0,406,406,0,252,154,0,South Africa,
VCE Wattenberg,Batter,0,0.0,3,0,0,0,65,65,0,21,44,0,Netherlands,
LM Hoitink,Batter,0,0.0,17,0,0,0,65,65,0,21,44,0,Netherlands,
K Phillip,Batter,0,0.0,2,3,159,171,53,53,0,24,29,0,United States of America,0.0
MF Fahey,Batter,0,0.0,7,0,0,0,329,329,0,170,159,0,New Zealand,
AL Watkins,Batter,0,0.0,1,0,21,13,329,329,0,170,159,0,New Zealand,
SI Galagedara,Batter,0,0.0,11,0,0,0,340,340,0,160,180,0,Sri Lanka,
OC McCoy,Batter,0,0.0,1,4,110,87,260,260,0,102,158,0,West Indies,0.0
GA Guy,Batter,0,0.0,4,0,20,19,270,270,0,136,134,0,New Zealand,
APS Lakshika,Batter,0,0.0,4,0,0,0,273,273,0,128,145,0,Sri Lanka,
Melanie Ani,Batter,0,0.0,2,0,0,0,33,33,0,6,27,0,Papua New Guinea,
Shahbaz Ahmed,Batter,0,0.0,4,3,129,156,285,285,0,162,123,0,India,0.0
Raza Hasan,Batter,0,0.0,3,2,68,62,199,199,0,99,100,0,Pakistan,0.0
A Chopra,Batter,0,0.0,8,0,0,0,231,231,0,133,98,0,India,
SK Naidu,Batter,0,0.0,3,0,22,18,231,231,0,133,98,0,India,
JA Whelan,Batter,0,0.0,2,0,7,15,61,61,0,20,41,0,Ireland,
JC Carroll,Batter,0,0.0,7,0,0,0,61,61,0,20,41,0,Ireland,
Sumaiya Akter,Batter,0,0.0,4,0,0,0,115,115,0,38,77,0,Bangladesh,
KL Tucker,Batter,0,0.0,4,0,0,0,2,2,0,1,1,0,Bermuda,
Pooja Ganesh,Batter,0,0.0,9,0,0,0,20,20,0,11,9,0,United States of America,
CK Holder,Batter,0,0.0,3,0,26,20,79,79,0,28,51,0,West Indies,
S Lackay,Batter,0,0.0,2,0,0,0,94,94,0,59,35,0,South Africa,
Sufiyan Muqeem,Batter,0,0.0,1,4,53,49,68,68,0,38,30,0,Pakistan,0.0
Simandeep Singh,Batter,0,0.0,7,0,0,0,2,2,0,0,2,0,Hong Kong,
Shathira Jakir,Batter,0,0.0,2,0,22,19,46,46,0,14,32,0,Bangladesh,
Sultana Yesmin,Batter,0,0.0,1,0,0,0,46,46,0,14,32,0,Bangladesh,
C Sakariya,Batter,0,0.0,1,2,34,51,75,75,0,41,34,0,India,0.0
Shahriar Hossain,Batter,0,0.0,3,0,0,0,40,40,0,11,29,0,Bangladesh,
Salman Faris,Batter,0,0.0,2,0,0,0,8,8,0,3,5,0,United Arab Emirates,
Haseebullah Khan,Batter,0,0.0,2,0,0,0,12,12,0,6,6,0,Pakistan,
Syeda Aroob Shah,Batter,0,0.0,1,0,0,0,5,5,0,4,1,0,Pakistan,
